distance,t1,t2,date,date1,sst,sstanom,hotspot,dhw
0,0.801050775,0.708218909,2014-Sep-16,16/9/14,32.1,1.243,0,0
0.005,0.81352535,0.720896927,2014-Sep-15,15/9/14,31.351,0.471,0,0
0.0101,0.826350769,0.730690755,2014-Sep-14,14/9/14,31.438,0.53,0,0
0.0151,0.83845602,0.740775157,2014-Sep-13,13/9/14,31.902,0.965,0,0
0.0202,0.852427156,0.748956669,2014-Sep-12,12/9/14,31.874,0.909,0,0
0.0252,0.86527024,0.760614206,2014-Sep-11,11/9/14,31.997,1.004,0,0
0.0303,0.878093116,0.770658064,2014-Sep-10,10/9/14,31.816,0.795,0,0
0.0353,0.891405227,0.779288485,2014-Sep-09,9/9/14,31.697,0.647,0,0
0.0404,0.903789471,0.791608242,2014-Sep-08,8/9/14,31.789,0.71,0,0
0.0454,0.914914671,0.804679074,2014-Sep-07,7/9/14,32.157,1.05,0,0
0.0505,0.925486695,0.817574131,2014-Sep-06,6/9/14,32.257,1.121,0,0
0.0555,0.93555765,0.829535502,2014-Sep-05,5/9/14,32.163,0.999,0,0
0.0605,0.945179612,0.84005094,2014-Sep-04,4/9/14,32.059,0.867,0,0
0.0656,0.948860825,0.850607734,2014-Sep-03,3/9/14,31.6,0.379,0,0
0.0706,0.952374393,0.861367229,2014-Sep-02,2/9/14,32.678,1.429,0.148,0
0.0757,0.955080879,0.867757338,2014-Sep-01,1/9/14,31.978,0.7,0,0
0.0807,0.959496599,0.869382237,2014-Aug-31,31/8/14,31.091,-0.215,0,0
0.0858,0.96563397,0.874571204,2014-Aug-30,30/8/14,31.021,-0.314,0,0
0.0908,0.973874954,0.881006691,2014-Aug-29,29/8/14,31.249,-0.114,0,0
0.0959,0.984085349,0.889851747,2014-Aug-28,28/8/14,31.114,-0.278,0,0
0.1009,0.994522454,0.901169163,2014-Aug-27,27/8/14,31.061,-0.359,0,0
0.106,1.005030349,0.912698098,2014-Aug-26,26/8/14,30.388,-1.061,0,0
0.111,1.015745081,0.922884103,2014-Aug-25,25/8/14,30.322,-1.155,0,0
0.116,1.025630787,0.934344567,2014-Aug-24,24/8/14,30.398,-1.108,0,0
0.1211,1.034386432,0.941546628,2014-Aug-23,23/8/14,31.09,-0.444,0,0
0.1261,1.041306852,0.946466917,2014-Aug-22,22/8/14,31.174,-0.388,0,0
0.1312,1.048038795,0.948274731,2014-Aug-21,21/8/14,31.139,-0.451,0,0
0.1362,1.057737721,0.946797096,2014-Aug-20,20/8/14,30.808,-0.811,0,0
0.1413,1.063119664,0.939819824,2014-Aug-19,19/8/14,30.795,-0.853,0,0
0.1463,1.067636322,0.935769685,2014-Aug-18,18/8/14,30.251,-1.425,0,0
0.1514,1.074974672,0.930668747,2014-Aug-17,17/8/14,31.293,-0.412,0,0
0.1564,1.083679097,0.925409889,2014-Aug-16,16/8/14,29.961,-1.772,0,0
0.1614,1.090671099,0.921403241,2014-Aug-15,15/8/14,30.357,-1.404,0,0
0.1665,1.097873163,0.920582825,2014-Aug-14,14/8/14,30.639,-1.147,0,0
0.1715,1.10436175,0.921560372,2014-Aug-13,13/8/14,30.904,-0.907,0,0
0.1766,1.109139574,0.921018639,2014-Aug-12,12/8/14,31.446,-0.39,0,0
0.1816,1.113068994,0.92176502,2014-Aug-11,11/8/14,31.08,-0.781,0,0
0.1867,1.121160175,0.922536383,2014-Aug-10,10/8/14,31.564,-0.321,0,0
0.1917,1.128278907,0.923473362,2014-Aug-09,9/8/14,32.188,0.278,0,0
0.1968,1.136476657,0.926070181,2014-Aug-08,8/8/14,32.642,0.707,0.111,0
0.2018,1.143817619,0.928648872,2014-Aug-07,7/8/14,32.624,0.664,0.094,0
0.2069,1.147579277,0.93570203,2014-Aug-06,6/8/14,32.158,0.173,0,0
0.2119,1.149270083,0.942888638,2014-Aug-05,5/8/14,32.59,0.58,0.059,0
0.2169,1.147147201,0.950372909,2014-Aug-04,4/8/14,32.917,0.883,0.387,0
0.222,1.14338512,0.958381562,2014-Aug-03,3/8/14,32.692,0.632,0.161,0
0.227,1.135677862,0.964558515,2014-Aug-02,2/8/14,32.745,0.661,0.215,0
0.2321,1.131304098,0.968908811,2014-Aug-01,1/8/14,32.283,0.175,0,0
0.2371,1.126854242,0.978303141,2014-Jul-31,31/7/14,32.397,0.263,0,0
0.2422,1.123802228,0.983221542,2014-Jul-30,30/7/14,32.82,0.661,0.289,0
0.2472,1.124507747,0.983605366,2014-Jul-29,29/7/14,32.765,0.582,0.235,0
0.2523,1.125888988,0.98370458,2014-Jul-28,28/7/14,32.54,0.333,0.01,0
0.2573,1.128527269,0.984375592,2014-Jul-27,27/7/14,32.468,0.236,0,0
0.2624,1.132127631,0.986310467,2014-Jul-26,26/7/14,32.242,-0.015,0,0
0.2674,1.138392694,0.987208276,2014-Jul-25,25/7/14,32.396,0.113,0,0
0.2724,1.148241565,0.986826175,2014-Jul-24,24/7/14,32.828,0.521,0.298,0
0.2775,1.153102619,0.982768214,2014-Jul-23,23/7/14,32.308,-0.024,0,0
0.2825,1.155450075,0.982457437,2014-Jul-22,22/7/14,32.243,-0.114,0,0
0.2876,1.155512826,0.979482658,2014-Jul-21,21/7/14,32.198,-0.183,0,0
0.2926,1.151873637,0.973515498,2014-Jul-20,20/7/14,32.282,-0.124,0,0
0.2977,1.150521033,0.964956346,2014-Jul-19,19/7/14,31.804,-0.628,0,0
0.3027,1.151068076,0.958268288,2014-Jul-18,18/7/14,32.006,-0.45,0,0
0.3078,1.151115911,0.953453201,2014-Jul-17,17/7/14,32.137,-0.344,0,0
0.3128,1.152824977,0.953566155,2014-Jul-16,16/7/14,32.171,-0.335,0,0
0.3179,1.157144341,0.953622031,2014-Jul-15,15/7/14,31.654,-0.877,0,0
0.3229,1.154830952,0.952934874,2014-Jul-14,14/7/14,31.419,-1.072,0,0
0.3279,1.15253287,0.951573604,2014-Jul-13,13/7/14,31.857,-0.595,0,0
0.333,1.150739022,0.952013862,2014-Jul-12,12/7/14,32.949,0.535,0.418,0
0.338,1.150305482,0.954196249,2014-Jul-11,11/7/14,33.492,1.117,0.962,0
0.3431,1.151178533,0.951570859,2014-Jul-10,10/7/14,32.86,0.524,0.329,0
0.3481,1.152863637,0.951757024,2014-Jul-09,9/7/14,32.493,0.195,0,0
0.3532,1.14755532,0.958725232,2014-Jul-08,8/7/14,32.641,0.383,0.111,0
0.3582,1.146196173,0.965709104,2014-Jul-07,7/7/14,32.498,0.279,0,0
0.3633,1.145756798,0.975071153,2014-Jul-06,6/7/14,33.024,0.843,0.493,0
0.3683,1.140425032,0.984934845,2014-Jul-05,5/7/14,32.675,0.534,0.145,0
0.3733,1.138689969,0.993837705,2014-Jul-04,4/7/14,32.153,0.05,0,0
0.3784,1.13362603,1.007973148,2014-Jul-03,3/7/14,31.922,-0.142,0,0
0.3834,1.123772644,1.023728009,2014-Jul-02,2/7/14,32.038,0.013,0,0
0.3885,1.115925902,1.039047853,2014-Jul-01,1/7/14,32.583,0.596,0.052,0
0.3935,1.107403168,1.054598595,2014-Jun-30,30/6/14,32.109,0.162,0,0
0.3986,1.100009489,1.068736395,2014-Jun-29,29/6/14,31.354,-0.555,0,0
0.4036,1.091297944,1.08435013,2014-Jun-28,28/6/14,31.4,-0.47,0,0
0.4087,1.080409782,1.098330833,2014-Jun-27,27/6/14,31.597,-0.234,0,0
0.4137,1.072757709,1.111190361,2014-Jun-26,26/6/14,32.26,0.468,0,0
0.4188,1.064175107,1.119301062,2014-Jun-25,25/6/14,31.93,0.177,0,0
0.4238,1.05772535,1.125166103,2014-Jun-24,24/6/14,31.053,-0.661,0,0
0.4288,1.051145036,1.126138989,2014-Jun-23,23/6/14,32.557,0.881,0.026,0
0.4339,1.044362526,1.119800341,2014-Jun-22,22/6/14,32.955,1.318,0.424,0
0.4389,1.039223686,1.110094227,2014-Jun-21,21/6/14,32.532,0.934,0.001,0
0.444,1.033102818,1.10117652,2014-Jun-20,20/6/14,32.208,0.649,0,0
0.449,1.02795852,1.084802184,2014-Jun-19,19/6/14,32.046,0.527,0,0
0.4541,1.023952723,1.063636498,2014-Jun-18,18/6/14,32.433,0.952,0,0
0.4591,1.02058475,1.04146923,2014-Jun-17,17/6/14,31.507,0.065,0,0
0.4642,1.02164492,1.026543277,2014-Jun-16,16/6/14,32.058,0.655,0,0
0.4692,1.026892039,1.018478274,2014-Jun-15,15/6/14,,,,0
0.4743,1.032217569,1.014495744,2014-Jun-14,14/6/14,,,,0
0.4793,1.038982524,1.015978191,2014-Jun-13,13/6/14,,,,0
0.4843,1.044508179,1.021146588,2014-Jun-12,12/6/14,32.595,1.47,0.064,0
0.4894,1.050902036,1.028980057,2014-Jun-11,11/6/14,32.634,1.59,0.104,0
0.4944,1.053207222,1.036682492,2014-Jun-10,10/6/14,31.998,1.034,0,0
0.4995,1.052683638,1.042314265,2014-Jun-09,9/6/14,31.986,1.102,0,0
0.5045,1.056323041,1.043067185,2014-Jun-08,8/6/14,32.083,1.279,0,0
0.5096,1.057758863,1.04193681,2014-Jun-07,7/6/14,31.761,1.036,0,0
0.5146,1.055991424,1.037391686,2014-Jun-06,6/6/14,31.443,0.799,0,0
0.5197,1.061011906,1.03092265,2014-Jun-05,5/6/14,31.166,0.601,0,0
0.5247,1.065429764,1.025601197,2014-Jun-04,4/6/14,31.486,1.002,0,0
0.5298,1.068456925,1.024151308,2014-Jun-03,3/6/14,32.761,2.356,0.23,0
0.5348,1.071402753,1.029673881,2014-Jun-02,2/6/14,32.987,2.663,0.457,0
0.5398,1.068543694,1.035129602,2014-Jun-01,1/6/14,32.521,2.276,0,0
0.5449,1.066474974,1.043461849,2014-May-31,31/5/14,31.942,1.778,0,0
0.5499,1.064084292,1.048999202,2014-May-30,30/5/14,31.469,1.384,0,0
0.555,1.063911736,1.048700197,2014-May-29,29/5/14,31.958,1.953,0,0
0.56,1.067779645,1.048099986,2014-May-28,28/5/14,31.954,2.029,0,0
0.5651,1.068681857,1.046708127,2014-May-27,27/5/14,32.262,2.417,0,0
0.5701,1.07291264,1.041988778,2014-May-26,26/5/14,31.851,2.086,0,0
0.5752,1.079813494,1.036887155,2014-May-25,25/5/14,31.632,1.947,0,0
0.5802,1.083195837,1.033147229,2014-May-24,24/5/14,30.914,1.309,0,0
0.5852,1.087445846,1.032641521,2014-May-23,23/5/14,30.549,1.024,0,0
0.5903,1.091338917,1.032645165,2014-May-22,22/5/14,29.465,0.02,0,0
0.5953,1.093125133,1.030075364,2014-May-21,21/5/14,28.863,-0.502,0,0
0.6004,1.089608794,1.031291469,2014-May-20,20/5/14,28.572,-0.713,0,0
0.6054,1.084117897,1.031030872,2014-May-19,19/5/14,28.678,-0.528,0,0
0.6105,1.080634568,1.029250277,2014-May-18,18/5/14,29.421,0.296,0,0
0.6155,1.07793321,1.031524924,2014-May-17,17/5/14,28.717,-0.328,0,0
0.6206,1.076713281,1.033320981,2014-May-16,16/5/14,28.847,-0.118,0,0
0.6256,1.083330087,1.031587809,2014-May-15,15/5/14,28.417,-0.468,0,0
0.6307,1.090304708,1.032070846,2014-May-14,14/5/14,29.594,0.819,0,0
0.6357,1.097450868,1.030272778,2014-May-13,13/5/14,29.631,0.966,0,0
0.6407,1.109450648,1.026256678,2014-May-12,12/5/14,29.193,0.637,0,0
0.6458,1.120349687,1.030740894,2014-May-11,11/5/14,29.209,0.763,0,0
0.6508,1.12973495,1.035441279,2014-May-10,10/5/14,30.136,1.799,0,0
0.6559,1.133866049,1.040926179,2014-May-09,9/5/14,29.878,1.651,0,0
0.6609,1.137129565,1.040397666,2014-May-08,8/5/14,29.666,1.549,0,0
0.666,1.137449148,1.039212428,2014-May-07,7/5/14,28.293,0.285,0,0
0.671,1.135698604,1.039314268,2014-May-06,6/5/14,28.984,1.087,0,0
0.6761,1.131929509,1.030656935,2014-May-05,5/5/14,28.903,1.116,0,0
0.6811,1.126878187,1.019301564,2014-May-04,4/5/14,29.032,1.354,0,0
0.6862,1.125101532,1.006225089,2014-May-03,3/5/14,29.281,1.713,0,0
0.6912,1.120730095,0.994549592,2014-May-02,2/5/14,29.022,1.563,0,0
0.6962,1.113960176,0.981962402,2014-May-01,1/5/14,29.283,1.934,0,0
0.7013,1.112835293,0.968633941,2014-Apr-30,30/4/14,29.871,2.632,0,0
0.7063,1.107471858,0.955335854,2014-Apr-29,29/4/14,29.888,2.759,0,0
0.7114,1.100660038,0.944200888,2014-Apr-28,28/4/14,29.135,2.116,0,0
0.7164,1.097210278,0.93462993,2014-Apr-27,27/4/14,28.738,1.828,0,0
0.7215,1.095895381,0.932058829,2014-Apr-26,26/4/14,28.78,1.98,0,0
0.7265,1.098019231,0.928736079,2014-Apr-25,25/4/14,27.715,1.025,0,0
0.7316,1.104070076,0.92419836,2014-Apr-24,24/4/14,27.624,1.044,0,0
0.7366,1.111576757,0.915428755,2014-Apr-23,23/4/14,26.973,0.503,0,0
0.7417,1.118561637,0.908141249,2014-Apr-22,22/4/14,26.875,0.514,0,0
0.7467,1.123355134,0.902672199,2014-Apr-21,21/4/14,27.446,1.195,0,0
0.7517,1.128761186,0.905485574,2014-Apr-20,20/4/14,26.887,0.745,0,0
0.7568,1.133068819,0.903259408,2014-Apr-19,19/4/14,27.699,1.667,0,0
0.7618,1.147801899,0.899432915,2014-Apr-18,18/4/14,27.759,1.838,0,0
0.7669,1.158775754,0.898511673,2014-Apr-17,17/4/14,28.336,2.524,0,0
0.7719,1.16473,0.897359046,2014-Apr-16,16/4/14,27.39,1.688,0,0
0.777,1.165846889,0.895442343,2014-Apr-15,15/4/14,27.656,2.063,0,0
0.782,1.167516801,0.89526728,2014-Apr-14,14/4/14,27.433,1.923,0,0
0.7871,1.165855153,0.890818461,2014-Apr-13,13/4/14,26.636,1.207,0,0
0.7921,1.162053095,0.883472001,2014-Apr-12,12/4/14,26.258,0.911,0,0
0.7971,1.158248726,0.875457547,2014-Apr-11,11/4/14,26.337,1.072,0,0
0.8022,1.154232745,0.868606545,2014-Apr-10,10/4/14,25.61,0.427,0,0
0.8072,1.153586767,0.863350647,2014-Apr-09,9/4/14,25.582,0.48,0,0
0.8123,1.150109269,0.862032306,2014-Apr-08,8/4/14,25.092,0.072,0,0
0.8173,1.146955892,0.861043553,2014-Apr-07,7/4/14,24.741,-0.197,0,0
0.8224,1.15040808,0.861452833,2014-Apr-06,6/4/14,24.407,-0.449,0,0
0.8274,1.152984428,0.861026776,2014-Apr-05,5/4/14,23.41,-1.364,0,0
0.8325,1.153704883,0.860853462,2014-Apr-04,4/4/14,23.691,-1.002,0,0
0.8375,1.154469547,0.858929328,2014-Apr-03,3/4/14,23.933,-0.678,0,0
0.8426,1.154450763,0.856493023,2014-Apr-02,2/4/14,24.727,0.198,0,0
0.8476,1.156104701,0.853910443,2014-Apr-01,1/4/14,24.286,-0.162,0,0
0.8526,1.158570314,0.854026589,2014-Mar-31,31/3/14,24.028,-0.337,0,0
0.8577,1.154114468,0.852788525,2014-Mar-30,30/3/14,23.663,-0.62,0,0
0.8627,1.143655906,0.847758218,2014-Mar-29,29/3/14,23.853,-0.349,0,0
0.8678,1.131617743,0.838583844,2014-Mar-28,28/3/14,23.632,-0.488,0,0
0.8728,1.119686671,0.833749974,2014-Mar-27,27/3/14,23.165,-0.873,0,0
0.8779,1.113752815,0.82757936,2014-Mar-26,26/3/14,23.381,-0.575,0,0
0.8829,1.110363719,0.820802915,2014-Mar-25,25/3/14,23.202,-0.672,0,0
0.888,1.11026384,0.816655567,2014-Mar-24,24/3/14,22.799,-0.994,0,0
0.893,1.11087056,0.808168857,2014-Mar-23,23/3/14,23.61,-0.101,0,0
0.8981,1.112482244,0.797413816,2014-Mar-22,22/3/14,24.257,0.628,0,0
0.9031,1.112156384,0.791824665,2014-Mar-21,21/3/14,24.501,0.954,0,0
0.9081,1.109191529,0.787751493,2014-Mar-20,20/3/14,23.037,-0.428,0,0
0.9132,1.101496045,0.784762817,2014-Mar-19,19/3/14,23.711,0.327,0,0
0.9182,1.094029615,0.787389839,2014-Mar-18,18/3/14,23.611,0.309,0,0
0.9233,1.087080422,0.789715676,2014-Mar-17,17/3/14,22.909,-0.31,0,0
0.9283,1.086302582,0.790419584,2014-Mar-16,16/3/14,23.36,0.222,0,0
0.9334,1.084113673,0.791564382,2014-Mar-15,15/3/14,23.657,0.6,0,0
0.9384,1.079666894,0.794174796,2014-Mar-14,14/3/14,24.096,1.06,0,0
0.9435,1.079608926,0.797422139,2014-Mar-13,13/3/14,24.782,1.766,0,0
0.9485,1.080539441,0.797468844,2014-Mar-12,12/3/14,24.512,1.517,0,0
0.9536,1.07906506,0.799718907,2014-Mar-11,11/3/14,24.43,1.456,0,0
0.9586,1.075728562,0.803232858,2014-Mar-10,10/3/14,24.1,1.146,0,0
0.9636,1.07267754,0.806375931,2014-Mar-09,9/3/14,24.387,1.453,0,0
0.9687,1.070279293,0.813202586,2014-Mar-08,8/3/14,23.834,0.921,0,0
0.9737,1.067515957,0.822580636,2014-Mar-07,7/3/14,23.68,0.788,0,0
0.9788,1.067495814,0.824276392,2014-Mar-06,6/3/14,23.352,0.48,0,0
0.9838,1.067126834,0.824330762,2014-Mar-05,5/3/14,22.849,-0.002,0,0
0.9889,1.065394021,0.82063794,2014-Mar-04,4/3/14,23.49,0.659,0,0
0.9939,1.067239993,0.819060993,2014-Mar-03,3/3/14,22.977,0.167,0,0
0.999,1.070498541,0.819645589,2014-Mar-02,2/3/14,23.06,0.27,0,0
1.004,1.071134771,0.819012182,2014-Mar-01,1/3/14,23.273,0.503,0,0
1.009,1.072468065,0.823168347,2014-Feb-28,28/2/14,23.349,0.599,0,0
1.0141,1.074266615,0.82530577,2014-Feb-27,27/2/14,23.149,0.42,0,0
1.0191,1.070914684,0.826899555,2014-Feb-26,26/2/14,23.129,0.42,0,0
1.0242,1.068188809,0.828160914,2014-Feb-25,25/2/14,22.864,0.176,0,0
1.0292,1.072607672,0.828793925,2014-Feb-24,24/2/14,22.352,-0.316,0,0
1.0343,1.07841283,0.828237018,2014-Feb-23,23/2/14,22.528,-0.119,0,0
1.0393,1.082166934,0.822262879,2014-Feb-22,22/2/14,23.091,0.464,0,0
1.0444,1.082840179,0.815136489,2014-Feb-21,21/2/14,23.059,0.453,0,0
1.0494,1.076796378,0.808051306,2014-Feb-20,20/2/14,22.865,0.28,0,0
1.0545,1.071288498,0.804838845,2014-Feb-19,19/2/14,22.623,0.058,0,0
1.0595,1.068565077,0.80378193,2014-Feb-18,18/2/14,21.881,-0.664,0,0
1.0645,1.064185594,0.806039241,2014-Feb-17,17/2/14,22.677,0.153,0,0
1.0696,1.061253212,0.811778253,2014-Feb-16,16/2/14,22.734,0.231,0,0
1.0746,1.059164892,0.816724689,2014-Feb-15,15/2/14,22.565,0.082,0,0
1.0797,1.056695131,0.821657026,2014-Feb-14,14/2/14,22.099,-0.422,0,0
1.0847,1.050325395,0.825716481,2014-Feb-13,13/2/14,22.465,-0.093,0,0
1.0898,1.038916376,0.834559529,2014-Feb-12,12/2/14,22.446,-0.148,0,0
1.0948,1.021714105,0.846742536,2014-Feb-11,11/2/14,22.556,-0.076,0,0
1.0999,1.003840456,0.858749576,2014-Feb-10,10/2/14,22.41,-0.259,0,0
1.1049,0.981628067,0.866558154,2014-Feb-09,9/2/14,21.85,-0.856,0,0
1.11,0.965518636,0.870186163,2014-Feb-08,8/2/14,21.846,-0.898,0,0
1.115,0.950206702,0.871274437,2014-Feb-07,7/2/14,22.183,-0.598,0,0
1.12,0.934766987,0.870514235,2014-Feb-06,6/2/14,22.43,-0.388,0,0
1.1251,0.92641573,0.868892319,2014-Feb-05,5/2/14,22.665,-0.191,0,0
1.1301,0.921734792,0.87043205,2014-Feb-04,4/2/14,21.951,-0.942,0,0
1.1352,0.922333461,0.873014638,2014-Feb-03,3/2/14,22.746,-0.184,0,0
1.1402,0.929744477,0.875650424,2014-Feb-02,2/2/14,22.633,-0.335,0,0
1.1453,0.935743081,0.881469251,2014-Feb-01,1/2/14,23.103,0.099,0,0
1.1503,0.938918736,0.886380356,2014-Jan-31,31/1/14,23.033,-0.009,0,0
1.1554,0.94468932,0.889666172,2014-Jan-30,30/1/14,22.593,-0.487,0,0
1.1604,0.943644793,0.887097461,2014-Jan-29,29/1/14,23.207,0.091,0,0
1.1655,0.938082981,0.884221647,2014-Jan-28,28/1/14,23.034,-0.12,0,0
1.1705,0.933151372,0.880333965,2014-Jan-27,27/1/14,23.078,-0.113,0,0
1.1755,0.928302134,0.876998251,2014-Jan-26,26/1/14,22.597,-0.632,0,0
1.1806,0.923394812,0.873313707,2014-Jan-25,25/1/14,23.407,0.142,0,0
1.1856,0.918940668,0.871644129,2014-Jan-24,24/1/14,22.933,-0.37,0,0
1.1907,0.916032389,0.870883381,2014-Jan-23,23/1/14,22.87,-0.471,0,0
1.1957,0.915491442,0.872671219,2014-Jan-22,22/1/14,22.901,-0.477,0,0
1.2008,0.914329127,0.874692853,2014-Jan-21,21/1/14,22.496,-0.919,0,0
1.2058,0.913022123,0.872623915,2014-Jan-20,20/1/14,22.769,-0.683,0,0
1.2109,0.91145558,0.873058047,2014-Jan-19,19/1/14,22.663,-0.826,0,0
1.2159,0.914732618,0.875412025,2014-Jan-18,18/1/14,22.682,-0.844,0,0
1.2209,0.917906327,0.878852356,2014-Jan-17,17/1/14,22.66,-0.904,0,0
1.226,0.921303323,0.881987685,2014-Jan-16,16/1/14,22.896,-0.705,0,0
1.231,0.92403328,0.886362307,2014-Jan-15,15/1/14,23.304,-0.334,0,0
1.2361,0.926787479,0.892749467,2014-Jan-14,14/1/14,23.227,-0.462,0,0
1.2411,0.931821064,0.897722066,2014-Jan-13,13/1/14,22.978,-0.761,0,0
1.2462,0.932764134,0.900639805,2014-Jan-12,12/1/14,23.215,-0.575,0,0
1.2512,0.937089037,0.897718838,2014-Jan-11,11/1/14,22.567,-1.273,0,0
1.2563,0.943170203,0.897790821,2014-Jan-10,10/1/14,23.009,-0.883,0,0
1.2613,0.947270026,0.897949111,2014-Jan-09,9/1/14,23.482,-0.461,0,0
1.2664,0.948885226,0.901415268,2014-Jan-08,8/1/14,23.331,-0.662,0,0
1.2714,0.947655921,0.904266303,2014-Jan-07,7/1/14,23.581,-0.462,0,0
1.2764,0.946074898,0.906319453,2014-Jan-06,6/1/14,23.808,-0.286,0,0
1.2815,0.944354587,0.909207391,2014-Jan-05,5/1/14,24.277,0.132,0,0
1.2865,0.941068475,0.911416352,2014-Jan-04,4/1/14,23.997,-0.199,0,0
1.2916,0.937018705,0.914973789,2014-Jan-03,3/1/14,23.713,-0.533,0,0
1.2966,0.935010531,0.920689215,2014-Jan-02,2/1/14,23.434,-0.863,0,0
1.3017,0.934537593,0.927726974,2014-Jan-01,1/1/14,23.828,-0.519,0,0
1.3067,0.932338992,0.932668531,2013-Dec-31,31/12/13,23.912,-0.486,0,0
1.3118,0.930460331,0.937056978,2013-Dec-30,30/12/13,23.87,-0.578,0,0
1.3168,0.928114112,0.942500079,2013-Dec-29,29/12/13,23.874,-0.625,0,0
1.3219,0.922022,0.949342384,2013-Dec-28,28/12/13,24.276,-0.274,0,0
1.3269,0.915280659,0.959041852,2013-Dec-27,27/12/13,24.464,-0.137,0,0
1.3319,0.909929383,0.965850078,2013-Dec-26,26/12/13,24.336,-0.314,0,0
1.337,0.90362785,0.968513403,2013-Dec-25,25/12/13,24.251,-0.451,0,0
1.342,0.897145247,0.968318922,2013-Dec-24,24/12/13,24.252,-0.5,0,0
1.3471,0.891305971,0.965242228,2013-Dec-23,23/12/13,24.261,-0.542,0,0
1.3521,0.884762515,0.959485462,2013-Dec-22,22/12/13,24.179,-0.675,0,0
1.3572,0.880457425,0.951416426,2013-Dec-21,21/12/13,24.469,-0.435,0,0
1.3622,0.87773812,0.946481447,2013-Dec-20,20/12/13,24.306,-0.648,0,0
1.3673,0.875979843,0.945858493,2013-Dec-19,19/12/13,24.609,-0.397,0,0
1.3723,0.875779524,0.946610464,2013-Dec-18,18/12/13,24.892,-0.164,0,0
1.3774,0.876671932,0.948578973,2013-Dec-17,17/12/13,25.279,0.173,0,0
1.3824,0.885575383,0.951328449,2013-Dec-16,16/12/13,25.443,0.286,0,0
1.3874,0.892481917,0.960279982,2013-Dec-15,15/12/13,25.339,0.132,0,0
1.3925,0.896040973,0.970855955,2013-Dec-14,14/12/13,25.656,0.369,0,0
1.3975,0.8991273,0.984076327,2013-Dec-13,13/12/13,25.299,-0.068,0,0
