year,site,colony,track,sample,calc,extension,density,hdbands,partmort,height,diameter
2004,dib,dib01,t1,dib01_t1,0.638,0.4288,1.48745249,0,0,,
2003,dib,dib01,t1,dib01_t1,0.84,0.6004,1.399603557,0,0,,
2002,dib,dib01,t1,dib01_t1,0.42,0.2977,1.410518015,0,0,,
2001,dib,dib01,t1,dib01_t1,0.707,0.5247,1.347323587,0,0,,
2000,dib,dib01,t1,dib01_t1,0.956,0.7467,1.280707377,0,0,,
1999,dib,dib01,t1,dib01_t1,0.897,0.6357,1.410435545,0,0,,
1998,dib,dib01,t1,dib01_t1,0.66,0.5045,1.308710848,0,0,,
1997,dib,dib01,t1,dib01_t1,1.319,0.9939,1.32712981,0,0,,
1996,dib,dib01,t1,dib01_t1,0.802,0.5298,1.514089667,0,0,,
2013,dib,dib02,t1,dib02_t1,0.465,0.2321,2.002231979,1,0,,
2012,dib,dib02,t1,dib02_t1,0.697,0.3683,1.892222471,1,0,,
2011,dib,dib02,t1,dib02_t1,0.816,0.5247,1.555819094,1,0,,
2010,dib,dib02,t1,dib02_t1,1.135,0.893,1.271127127,1,0,,
2009,dib,dib02,t1,dib02_t1,0.708,0.7013,1.00970836,0,0,,
2008,dib,dib02,t1,dib02_t1,0.805,0.7013,1.147231555,0,0,,
2007,dib,dib02,t1,dib02_t1,0.579,0.449,1.289382901,0,0,,
2006,dib,dib02,t1,dib02_t1,0.837,0.7266,1.152472242,0,0,,
2005,dib,dib02,t1,dib02_t1,0.652,0.5398,1.207772461,0,0,,
2004,dib,dib02,t1,dib02_t1,0.517,0.3986,1.296260972,0,0,,
2003,dib,dib02,t1,dib02_t1,0.428,0.3531,1.211732394,0,0,,
2013,dib,dib03,t1,dib03_t1,0.779,0.4591,1.980521891,1,0,8,24
2012,dib,dib03,t1,dib03_t1,0.976,0.8426,1.216829102,0,0,8,24
2011,dib,dib03,t1,dib03_t1,1.08,0.7417,1.304807526,0,0,8,24
2010,dib,dib03,t1,dib03_t1,0.918,0.8375,1.137807964,0,0,8,24
2009,dib,dib03,t1,dib03_t1,0.671,0.3582,1.16638398,0,0,8,24
2008,dib,dib03,t1,dib03_t1,0.916,0.6004,1.31540649,0,0,8,24
2007,dib,dib03,t1,dib03_t1,0.822,0.8677,1.441092507,0,0,8,24
2006,dib,dib03,t1,dib03_t1,0.605,0.5046,1.557921745,0,0,8,24
2005,dib,dib03,t1,dib03_t1,1.055,0.6155,1.366213702,0,0,8,24
2013,dib,dib04,t1,dib04_t1,0.911,0.6912,1.317850033,1,0,14,28
2012,dib,dib04,t1,dib04_t1,0.765,0.6408,1.193485458,0,0,14,28
2011,dib,dib04,t1,dib04_t1,0.672,0.5297,1.268168566,0,0,14,28
2010,dib,dib04,t1,dib04_t1,1.354,0.9637,1.404901165,1,0,14,28
2009,dib,dib04,t1,dib04_t1,0.921,0.6407,1.437410708,0,0,14,28
2008,dib,dib04,t1,dib04_t1,0.77,0.6054,1.271597441,0,0,14,28
2007,dib,dib04,t1,dib04_t1,0.626,0.5954,1.052191245,0,0,14,28
2006,dib,dib04,t1,dib04_t1,0.405,0.4591,0.882587181,0,0,14,28
2005,dib,dib04,t1,dib04_t1,0.614,0.6559,0.936415702,0,0,14,28
2004,dib,dib04,t1,dib04_t1,0.762,0.6458,1.179803781,0,0,14,28
2003,dib,dib04,t1,dib04_t1,0.828,0.7013,1.181346408,0,0,14,28
2002,dib,dib04,t1,dib04_t1,0.609,0.6558,0.928595439,0,0,14,28
2001,dib,dib04,t1,dib04_t1,0.905,0.994,0.910483527,0,0,14,28
2000,dib,dib04,t1,dib04_t1,0.94,0.8173,1.150706924,0,0,14,28
1999,dib,dib04,t1,dib04_t1,1.055,0.9737,1.083899873,0,0,14,28
2013,dib,dib06,t1,dib06_t1,1.516,1.0595,1.431018203,0,0,8.5,21
2012,dib,dib06,t1,dib06_t1,0.873,0.6659,1.31094026,1,0,8.5,21
2011,dib,dib06,t1,dib06_t1,0.789,0.8729,0.904237984,0,0,8.5,21
2010,dib,dib06,t1,dib06_t1,0.852,0.787,1.08230833,0,0,8.5,21
2009,dib,dib06,t1,dib06_t1,0.544,0.4289,1.269272725,0,0,8.5,21
2008,dib,dib06,t1,dib06_t1,0.626,0.4843,1.291815789,0,0,8.5,21
2007,dib,dib06,t1,dib06_t1,0.439,0.3633,1.207037145,0,0,8.5,21
2006,dib,dib06,t1,dib06_t1,0.973,0.7467,1.303196182,0,0,8.5,21
2005,dib,dib06,t1,dib06_t1,0.853,0.6457,1.321787453,0,0,8.5,21
2004,dib,dib06,t1,dib06_t1,0.847,0.7165,1.181537246,0,0,8.5,21
2013,dib,dib08,t1,dib08_t1,0.611,0.4692,1.301598635,0,0,7,23
2012,dib,dib08,t1,dib08_t1,0.8,0.6256,1.279130192,0,0,7,23
2011,dib,dib08,t1,dib08_t1,0.857,0.7618,1.125605784,0,0,7,23
2010,dib,dib08,t1,dib08_t1,1.056,0.8527,1.23888827,0,0,7,23
2009,dib,dib08,t1,dib08_t1,0.799,0.6357,1.257396282,0,0,7,23
2008,dib,dib08,t1,dib08_t1,0.658,0.4894,1.343659308,0,0,7,23
2007,dib,dib08,t1,dib08_t1,0.941,0.7214,1.304705081,0,0,7,23
2006,dib,dib08,t1,dib08_t1,0.79,0.5954,1.326228529,0,0,7,23
2005,dib,dib08,t1,dib08_t1,0.671,0.5953,1.126595996,0,0,7,23
2004,dib,dib08,t1,dib08_t1,0.299,0.2624,1.138406921,0,0,7,23
2013,dib,dib15,t1,dib15_t1,0.512,0.4389,1.16716106,0,0,6,14
2012,dib,dib15,t1,dib15_t1,0.854,0.6912,1.236102314,0,0,6,14
2011,dib,dib15,t1,dib15_t1,0.595,0.4742,1.253856238,0,0,6,14
2010,dib,dib15,t1,dib15_t1,0.874,0.7366,1.186828799,0,0,6,14
2009,dib,dib15,t1,dib15_t1,0.734,0.5298,1.385363823,0,0,6,14
2008,dib,dib15,t1,dib15_t1,0.929,0.5953,1.560508939,0,0,6,14
2013,dib,dib16,t1,dib16_t1,0.5,0.3985,1.255642713,0,0,7,22
2012,dib,dib16,t1,dib16_t1,0.663,0.5601,1.183394622,0,0,7,22
2011,dib,dib16,t1,dib16_t1,0.613,0.5347,1.147312376,0,0,7,22
2010,dib,dib16,t1,dib16_t1,1.113,0.9637,1.15477524,0,0,7,22
2009,dib,dib16,t1,dib16_t1,0.926,0.7215,1.283367495,0,0,7,22
2008,dib,dib16,t1,dib16_t1,1.303,0.9586,1.359770475,0,0,7,22
2013,ala,ala01,t1,ala01_t1,1.121,0.7971,1.406555889,0,0,7,23
2012,ala,ala01,t1,ala01_t1,1.061,0.7619,1.392703066,0,0,7,23
2011,ala,ala01,t1,ala01_t1,0.882,0.6104,1.445414687,0,0,7,23
2010,ala,ala01,t1,ala01_t1,0.808,0.6559,1.231471994,0,0,7,23
2009,ala,ala01,t1,ala01_t1,0.413,0.3734,1.106967005,0,0,7,23
2008,ala,ala01,t1,ala01_t1,0.861,0.6811,1.264620454,0,0,7,23
2007,ala,ala01,t1,ala01_t1,0.839,0.6306,1.330941614,0,0,7,23
2006,ala,ala01,t1,ala01_t1,0.759,0.5601,1.354358623,0,0,7,23
2005,ala,ala01,t1,ala01_t1,0.872,0.6155,1.41746811,0,0,7,23
2013,ala,ala02,t1,ala02_t1,1.027,0.999,1.028094018,0,0,6,11
2012,ala,ala02,t1,ala02_t1,1.145,1.11,1.031657726,0,0,6,11
2011,ala,ala02,t1,ala02_t1,1.329,1.1604,1.144963588,0,0,6,11
2010,ala,ala02,t1,ala02_t1,1.452,1.0494,1.383864771,0,0,6,11
2013,ala,ala08,t1,ala08_t1,0.946,0.7215,1.311634769,0,0,8,15
2012,ala,ala08,t1,ala08_t1,0.705,0.4793,1.470621114,0,0,8,15
2011,ala,ala08,t1,ala08_t1,0.568,0.3986,1.42504031,0,0,8,15
2010,ala,ala08,t1,ala08_t1,0.789,0.6306,1.250536916,0,0,8,15
2009,ala,ala08,t1,ala08_t1,1.087,0.9334,1.164129814,0,0,8,15
2008,ala,ala08,t1,ala08_t1,0.578,0.4086,1.415055573,0,0,8,15
2007,ala,ala08,t1,ala08_t1,1.449,0.883,1.640925762,0,0,8,15
2006,ala,ala08,t1,ala08_t1,0.656,0.3784,1.733986092,0,0,8,15
2005,ala,ala08,t1,ala08_t1,1.112,0.7921,1.404299121,0,0,8,15
2013,ala,ala10,t1,ala10_t1,0.872,0.5953,1.464363021,0,0,8.5,18
2012,ala,ala10,t1,ala10_t1,0.998,0.6155,1.621336824,0,0,8.5,18
2011,ala,ala10,t1,ala10_t1,0.769,0.449,1.712428642,1,0,8.5,18
2010,ala,ala10,t1,ala10_t1,1.619,0.8729,1.854835962,0,0,8.5,18
2009,ala,ala10,t1,ala10_t1,1.287,0.6458,1.993216724,0,0,8.5,18
2008,ala,ala10,t1,ala10_t1,0.814,0.4641,1.753697208,0,0,8.5,18
2007,ala,ala10,t1,ala10_t1,0.942,0.5752,1.638399345,1,0,8.5,18
2006,ala,ala10,t1,ala10_t1,0.982,0.5398,1.819283779,0,0,8.5,18
2005,ala,ala10,t1,ala10_t1,0.679,0.3532,1.922772069,0,0,8.5,18
2004,ala,ala10,t1,ala10_t1,1.482,0.8325,1.779896545,0,0,8.5,18
2003,ala,ala10,t1,ala10_t1,0.882,0.4591,1.9203711,0,0,8.5,18
2002,ala,ala10,t1,ala10_t1,,,1.889138454,0,0,8.5,18
2013,ala,ala12,t1,ala12_t1,0.503,0.6861,1.047378668,1,0,13.5,23
2012,ala,ala12,t1,ala12_t1,0.514,0.3734,0.95651421,0,0,13.5,23
2011,ala,ala12,t1,ala12_t1,0.239,0.3632,1.023583779,0,0,13.5,23
2010,ala,ala12,t1,ala12_t1,0.561,0.6155,0.988364276,0,0,13.5,23
2009,ala,ala12,t1,ala12_t1,0.479,0.2876,1.037084554,0,0,13.5,23
2008,ala,ala12,t1,ala12_t1,0.422,0.444,1.146911381,0,0,13.5,23
2007,ala,ala12,t1,ala12_t1,0.505,0.555,1.167108299,0,0,13.5,23
2006,ala,ala12,t1,ala12_t1,0.727,1.0948,1.281631895,0,0,13.5,23
2005,ala,ala12,t1,ala12_t1,0.696,1.3269,1.266336106,0,0,13.5,23
2004,ala,ala12,t1,ala12_t1,1.21,0.7568,1.376217515,0,0,13.5,23
2003,ala,ala12,t1,ala12_t1,1.832,0.7416,1.262105586,0,0,13.5,23
2002,ala,ala12,t1,ala12_t1,0.815,0.666,1.473910828,0,0,13.5,23
2001,ala,ala12,t1,ala12_t1,1.26,0.5701,1.550964286,0,0,13.5,23
2000,ala,ala12,t1,ala12_t1,0.797,0.6559,1.534611805,0,0,13.5,23
1999,ala,ala12,t1,ala12_t1,0.463,0.6206,1.537604229,0,0,13.5,23
1998,ala,ala12,t1,ala12_t1,1.229,0.9737,1.338167144,0,0,13.5,23
2013,ala,ala14,t1,ala14_t1,1.335,1.3117,1.018092528,0,0,6,16
2012,ala,ala14,t1,ala14_t1,0.97,0.7921,1.224795258,0,0,6,16
2011,ala,ala14,t1,ala14_t1,0.967,0.7417,1.303733734,0,0,6,16
2010,ala,ala14,t1,ala14_t1,0.881,0.6609,1.332542742,0,0,6,16
2013,ala,ala21,t1,ala21_t1,1.169,0.635,1.841549414,0,0,5,14
2012,ala,ala21,t1,ala21_t1,1.087,0.575,1.891005278,0,0,5,14
2011,ala,ala21,t1,ala21_t1,1.131,0.61,1.853488407,0,0,5,14
2010,ala,ala21,t1,ala21_t1,1.451,0.72,2.014659052,0,0,5,14
2009,ala,ala21,t1,ala21_t1,0.958,0.465,2.060309778,0,0,5,14
2008,ala,ala21,t1,ala21_t1,1.993,0.88,2.264458448,0,0,5,14
2012,del,del01,t2,del01_t2,0.693,0.7114,0.9738381,0,0,7,15
2011,del,del01,t2,del01_t2,0.458,0.4439,1.031377587,0,0,7,15
2010,del,del01,t2,del01_t2,0.444,0.3835,1.157074635,0,0,7,15
2009,del,del01,t2,del01_t2,1.183,1.009,1.172625459,0,0,7,15
2008,del,del01,t2,del01_t2,0.504,0.4743,1.061967817,0,0,7,15
2007,del,del01,t2,del01_t2,0.809,0.782,1.034566649,0,0,7,15
2006,del,del01,t2,del01_t2,0.423,0.3633,1.165196025,0,0,7,15
2005,del,del01,t2,del01_t2,0.589,0.4238,1.388974266,0,0,7,15
2004,del,del01,t2,del01_t2,0.747,0.4742,1.574698797,0,0,7,15
2013,del,del07,t2,del07_t2,0.746,0.4591,1.623974812,0,0,10,19
2012,del,del07,t2,del07_t2,0.949,0.5499,1.726307356,1,0,10,19
2011,del,del07,t2,del07_t2,0.818,0.4339,1.885755936,0,0,10,19
2010,del,del07,t2,del07_t2,0.772,0.4692,1.646305263,1,0,10,19
2009,del,del07,t2,del07_t2,1.431,0.8527,1.677766434,0,0,10,19
2008,del,del07,t2,del07_t2,0.533,0.2623,2.033147493,0,0,10,19
2007,del,del07,t2,del07_t2,0.727,0.4339,1.675278477,0,0,10,19
2006,del,del07,t2,del07_t2,0.5,0.328,1.523549778,0,0,10,19
2005,del,del07,t2,del07_t2,0.894,0.671,1.332949208,0,0,10,19
2004,del,del07,t2,del07_t2,0.879,0.6458,1.361188342,0,0,10,19
2013,del,del08,t2,del08_t2,0.923,0.5903,1.563644074,0,0,8,16
2012,del,del08,t2,del08_t2,0.948,0.5752,1.647690355,0,0,8,16
2011,del,del08,t2,del08_t2,0.861,0.5549,1.550851319,0,0,8,16
2010,del,del08,t2,del08_t2,1.456,1.0696,1.360979347,0,0,8,16
2009,del,del08,t2,del08_t2,1.061,0.8275,1.281838737,0,0,8,16
2008,del,del08,t2,del08_t2,1.529,1.2209,1.252534654,0,0,8,16
2007,del,del08,t2,del08_t2,0.444,0.3128,1.420734879,0,0,8,16
2006,del,del08,t2,del08_t2,0.661,0.4944,1.336218291,0,0,8,16
2005,del,del08,t2,del08_t2,0.626,0.4238,1.478135062,0,0,8,16
2013,del,del09,t2,del09_t2,0.93,0.555,1.675252148,0,0,6,15
2012,del,del09,t2,del09_t2,0.469,0.2926,1.601782196,0,0,6,15
2011,del,del09,t2,del09_t2,0.425,0.2725,1.558735374,0,0,6,15
2010,del,del09,t2,del09_t2,0.655,0.4692,1.396099859,0,0,6,15
2009,del,del09,t2,del09_t2,0.624,0.4288,1.454176303,0,0,6,15
2008,del,del09,t2,del09_t2,0.691,0.4793,1.441215274,0,0,6,15
2007,del,del09,t2,del09_t2,0.318,0.2422,1.314180592,0,0,6,15
2006,del,del09,t2,del09_t2,0.765,0.6508,1.175890761,0,0,6,15
2005,del,del09,t2,del09_t2,0.62,0.4945,1.254106246,0,0,6,15
2004,del,del09,t2,del09_t2,0.597,0.3733,1.599520192,0,0,6,15
2003,del,del09,t2,del09_t2,0.683,0.3885,1.759098379,0,0,6,15
2013,del,del12,t2,del12_t2,0.584,0.5802,1.006972175,0,0,12,20
2012,del,del12,t2,del12_t2,0.721,0.6711,1.073680439,0,0,12,20
2011,del,del12,t2,del12_t2,0.667,0.5852,1.139950582,0,0,12,20
2010,del,del12,t2,del12_t2,0.625,0.5852,1.068208641,0,0,12,20
2009,del,del12,t2,del12_t2,0.855,0.7972,1.072146394,0,0,12,20
2008,del,del12,t2,del12_t2,1.077,0.9838,1.094405781,0,0,12,20
2007,del,del12,t2,del12_t2,1.238,0.9939,1.245254623,0,0,12,20
2006,del,del12,t2,del12_t2,1.464,1.1403,1.283789401,0,0,12,20
2013,del,del20,t2,del20_t2,0.475,0.4339,1.093768352,0,0,9,14
2012,del,del20,t2,del20_t2,0.585,0.5146,1.136254265,0,0,9,14
2011,del,del20,t2,del20_t2,0.878,0.7921,1.107911668,0,0,9,14
2010,del,del20,t2,del20_t2,1.497,1.2109,1.236427802,0,0,9,14
2009,del,del20,t2,del20_t2,0.64,0.4541,1.409792368,0,0,9,14
2008,del,del20,t2,del20_t2,0.543,0.3632,1.49448694,0,0,9,14
2007,del,del20,t2,del20_t2,0.618,0.444,1.39134338,0,0,9,14
2006,del,del20,t2,del20_t2,0.582,0.4793,1.21442041,0,0,9,14
2005,del,del20,t2,del20_t2,0.571,0.4692,1.216618182,0,0,9,14
2004,del,del20,t2,del20_t2,0.534,0.4894,1.090822862,0,0,9,14
2003,del,del20,t2,del20_t2,0.347,0.3885,0.893740279,0,0,9,14
2013,ras,ras04,t2,ras04_t2,0.367,0.2422,1.514427589,0,0,7.5,14
2012,ras,ras04,t2,ras04_t2,0.586,0.3582,1.635825125,0,0,7.5,14
2011,ras,ras04,t2,ras04_t2,0.664,0.4288,1.54752666,0,0,7.5,14
2010,ras,ras04,t2,ras04_t2,0.627,0.444,1.412222588,0,0,7.5,14
2009,ras,ras04,t2,ras04_t2,0.592,0.444,1.333759719,0,0,7.5,14
2008,ras,ras04,t2,ras04_t2,0.608,0.449,1.353539844,0,0,7.5,14
2007,ras,ras04,t2,ras04_t2,0.634,0.4642,1.365737512,0,0,7.5,14
2006,ras,ras04,t2,ras04_t2,0.719,0.5297,1.35798552,0,0,7.5,14
2005,ras,ras04,t2,ras04_t2,0.733,0.5651,1.29788058,0,0,7.5,14
2004,ras,ras04,t2,ras04_t2,0.661,0.4642,1.424543963,0,0,7.5,14
2003,ras,ras04,t2,ras04_t2,0.457,0.338,1.351073311,0,0,7.5,14
2002,ras,ras04,t2,ras04_t2,0.537,0.4036,1.329604272,0,0,7.5,14
2001,ras,ras04,t2,ras04_t2,0.284,0.217,1.308369792,0,0,7.5,14
2000,ras,ras04,t2,ras04_t2,0.671,0.4742,1.415673911,0,0,7.5,14
1999,ras,ras04,t2,ras04_t2,0.707,0.3683,1.919925406,0,0,7.5,14
2013,ras,ras07,t2,ras07_t2,0.624,0.4843,1.289152851,0,0,4,11
2012,ras,ras07,t2,ras07_t2,0.463,0.3683,1.256259923,0,0,4,11
2011,ras,ras07,t2,ras07_t2,0.42,0.3027,1.387827772,0,0,4,11
2010,ras,ras07,t2,ras07_t2,0.61,0.3835,1.589398853,0,0,4,11
2009,ras,ras07,t2,ras07_t2,0.321,0.2068,1.554105806,0,0,4,11
2008,ras,ras07,t2,ras07_t2,0.758,0.4894,1.549129533,0,0,4,11
2007,ras,ras07,t2,ras07_t2,0.398,0.2573,1.54776712,0,0,4,11
2006,ras,ras07,t2,ras07_t2,0.562,0.3835,1.465313207,0,0,4,11
2013,ras,ras09,t2,ras09_t2,0.671,0.4743,1.41384116,0,0,5,18
2012,ras,ras09,t2,ras09_t2,0.552,0.4137,1.33344834,0,0,5,18
2011,ras,ras09,t2,ras09_t2,0.616,0.4238,1.453425092,0,0,5,18
2010,ras,ras09,t2,ras09_t2,0.6,0.449,1.335767663,0,0,5,18
2009,ras,ras09,t2,ras09_t2,0.758,0.5752,1.317687644,0,0,5,18
2008,ras,ras09,t2,ras09_t2,0.592,0.4389,1.347950399,0,0,5,18
2007,ras,ras09,t2,ras09_t2,0.505,0.3229,1.562776861,0,0,5,18
2006,ras,ras09,t2,ras09_t2,0.649,0.3683,1.760807748,0,0,5,18
2013,ras,ras11,t2,ras11_t2,0.943,0.671,1.404905906,1,0,11,14
2012,ras,ras11,t2,ras11_t2,0.843,0.4491,1.878064552,1,0,11,14
2011,ras,ras11,t2,ras11_t2,1.19,0.6508,1.829063577,0,0,11,14
2010,ras,ras11,t2,ras11_t2,0.892,0.5852,1.524580984,0,0,11,14
2009,ras,ras11,t2,ras11_t2,1.261,0.9486,1.329786359,0,0,11,14
2008,ras,ras11,t2,ras11_t2,0.86,0.787,1.09306622,0,0,11,14
2007,ras,ras11,t2,ras11_t2,0.888,0.7215,1.230143343,0,0,11,14
2006,ras,ras11,t2,ras11_t2,0.736,0.565,1.302734242,0,0,11,14
2005,ras,ras11,t2,ras11_t2,0.908,0.6509,1.395137585,0,0,11,14
2004,ras,ras11,t2,ras11_t2,0.97,0.6508,1.490499401,0,0,11,14
2003,ras,ras11,t2,ras11_t2,0.857,0.6055,1.414951344,0,0,11,14
2002,ras,ras11,t2,ras11_t2,0.614,0.5347,1.148028653,0,0,11,14
2001,ras,ras11,t2,ras11_t2,0.718,0.7316,0.981491696,0,0,11,14
2013,ras,ras12,t2,ras12_t2,0.634,0.5045,1.256621873,0,0,12,16
2012,ras,ras12,t2,ras12_t2,0.913,0.6357,1.436127979,0,0,12,16
2011,ras,ras12,t2,ras12_t2,0.498,0.333,1.495117941,0,0,12,16
2010,ras,ras12,t2,ras12_t2,1.07,0.6558,1.631522124,0,0,12,16
2009,ras,ras12,t2,ras12_t2,0.549,0.3229,1.701344978,0,0,12,16
2008,ras,ras12,t2,ras12_t2,0.873,0.5298,1.647692453,0,0,12,16
2007,ras,ras12,t2,ras12_t2,1.554,0.9233,1.682768221,0,0,12,16
2006,ras,ras12,t2,ras12_t2,0.73,0.4238,1.722411588,0,0,12,16
2005,ras,ras12,t2,ras12_t2,0.985,0.5297,1.858892725,0,0,12,16
2004,ras,ras12,t2,ras12_t2,1.171,0.8325,1.40613112,0,0,12,16
2003,ras,ras12,t2,ras12_t2,0.315,0.2422,1.299018979,1,0,12,16
2002,ras,ras12,t2,ras12_t2,0.776,0.5247,1.479851922,0,0,12,16
2001,ras,ras12,t2,ras12_t2,0.757,0.4742,1.595891797,0,0,12,16
2000,ras,ras12,t2,ras12_t2,0.504,0.3128,1.60980851,0,0,12,16
1999,ras,ras12,t2,ras12_t2,0.755,0.4289,1.761440432,0,0,12,16
1998,ras,ras12,t2,ras12_t2,1.243,0.5348,2.32380977,0,0,12,16
1997,ras,ras12,t2,ras12_t2,1.283,0.4793,2.67586016,0,0,12,16
1996,ras,ras12,t2,ras12_t2,0.73,0.3683,1.983200273,0,0,12,16
1995,ras,ras12,t2,ras12_t2,0.683,0.454,1.504192691,0,0,12,16
1994,ras,ras12,t2,ras12_t2,0.545,0.3078,1.769452473,0,0,12,16
2013,ras,ras13,t2,ras13_t2,0.861,0.6861,1.254238581,0,0,8.5,23
2012,ras,ras13,t2,ras13_t2,0.616,0.4541,1.355894187,1,0,8.5,23
2011,ras,ras13,t2,ras13_t2,0.535,0.4692,1.140381965,0,0,8.5,23
2010,ras,ras13,t2,ras13_t2,0.988,0.7517,1.31479071,1,0,8.5,23
2009,ras,ras13,t2,ras13_t2,0.502,0.3179,1.578884252,0,0,8.5,23
2008,ras,ras13,t2,ras13_t2,0.922,0.6256,1.474208707,0,0,8.5,23
2007,ras,ras13,t2,ras13_t2,0.794,0.5449,1.457805438,0,0,8.5,23
2006,ras,ras13,t2,ras13_t2,0.613,0.3834,1.599506707,0,0,8.5,23
2005,ras,ras13,t2,ras13_t2,0.712,0.5247,1.356605652,1,0,8.5,23
2004,ras,ras13,t2,ras13_t2,0.655,0.5651,1.158613579,0,0,8.5,23
